Module,File,Function/Method,Line Number,Model Affected,Operation Type,Current Execution Path,Creates PendingApproval,Bypasses Approval Engine,Risk Level,Recommended Refactor,Dependencies,Estimated Impact
inventory,inventory/views.py,dashboard,3379,var:edit_user_form,Save (Create/Update),"edit_user = get_object_by_uuid_pk(User, user_id) ||             edit_user_form = CustomUserEditForm(request.POST, instance=edit_user) ||             if edit_user_form.is_valid(): ||                 user = edit_user_form.save(commit=False) ||                 user.is_staff = user.role == 'admin' ||                 user.save()",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
inventory,inventory/views.py,dashboard,3381,AuditLog,Create,"if edit_user_form.is_valid(): ||                 user = edit_user_form.save(commit=False) ||                 user.is_staff = user.role == 'admin' ||                 user.save() ||                 AuditLog.objects.create( ||                     name='User Updated',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,dashboard,3382,AuditLog,Create,"user = edit_user_form.save(commit=False) ||                 user.is_staff = user.role == 'admin' ||                 user.save() ||                 AuditLog.objects.create( ||                     name='User Updated', ||                     action=f'Updated user {user.username}',",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,backup_dashboard,3507,ApplicationSetting,Create,"assignment_form = BackupShipmentAssignmentForm(request.POST or None) ||     reconciliation_form = ReconciliationForm(request.POST or None, prefix='reconciliation') ||     reconciliation_result_form = ReconciliationResultForm(request.POST or None, prefix='result') ||     application_settings = ApplicationSetting.objects.first() or ApplicationSetting.objects.create() ||     settings_form = None ||     profile_form = None",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,Medium
inventory,inventory/views.py,backup_dashboard,3600,ShipmentApprovalHistory,Create,"shipment.approval_date = timezone.localtime() ||                     shipment.approval_remarks = comments or 'Approved by backup administrator.' ||                     shipment.last_updated_by = request.user ||                     shipment.save(update_fields=['status', 'approved_by', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at', 'courier_name', 'courier_contact', 'tracking_number', 'number_of_tapes']) ||                     ShipmentApprovalHistory.objects.create(shipment=shipment, action='Approved', comments=comments, user=request.user) ||                     AuditLog.objects.create(name='Shipment Assigned', action=f'Shipment {shipment.shipment_id} assigned to courier {courier_name or (courier_profile.full_name if courier_profile else ""selected courier"")}', user=request.user, severity='success')",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,backup_dashboard,3601,ShipmentApprovalHistory,Create,"shipment.approval_remarks = comments or 'Approved by backup administrator.' ||                     shipment.last_updated_by = request.user ||                     shipment.save(update_fields=['status', 'approved_by', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at', 'courier_name', 'courier_contact', 'tracking_number', 'number_of_tapes']) ||                     ShipmentApprovalHistory.objects.create(shipment=shipment, action='Approved', comments=comments, user=request.user) ||                     AuditLog.objects.create(name='Shipment Assigned', action=f'Shipment {shipment.shipment_id} assigned to courier {courier_name or (courier_profile.full_name if courier_profile else ""selected courier"")}', user=request.user, severity='success')",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,backup_dashboard,3602,ShipmentApprovalHistory,Create,"shipment.last_updated_by = request.user ||                     shipment.save(update_fields=['status', 'approved_by', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at', 'courier_name', 'courier_contact', 'tracking_number', 'number_of_tapes']) ||                     ShipmentApprovalHistory.objects.create(shipment=shipment, action='Approved', comments=comments, user=request.user) ||                     AuditLog.objects.create(name='Shipment Assigned', action=f'Shipment {shipment.shipment_id} assigned to courier {courier_name or (courier_profile.full_name if courier_profile else ""selected courier"")}', user=request.user, severity='success') ||  ||                     operator = shipment.created_by",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,High
inventory,inventory/views.py,backup_dashboard,3612,AuditLog,Create,"f'You approved shipment {shipment.shipment_id} requested by {requester_name} ' ||                             f'and assigned it to {assigned_courier}.' ||                         ) ||                         AuditLog.objects.create( ||                             name='Shipment Approved', ||                             action=operator_message,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,backup_dashboard,3631,AuditLog,Create,"f'Shipment {shipment.shipment_id} was approved by you and assigned to {assigned_courier}.' ||                         ) ||                         pickup_url = reverse('pickup-confirmation', args=[shipment.pk]) ||                         AuditLog.objects.create( ||                             name='Shipment Assigned', ||                             action=courier_message,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,backup_dashboard,3643,AuditLog,Create,"f'Shipment {shipment.shipment_id} was assigned to you and requires pickup confirmation.' ||                         ) ||                         pickup_url = reverse('pickup-confirmation', args=[shipment.pk]) ||                         AuditLog.objects.create( ||                             name='Shipment Assigned', ||                             action=courier_message,",No,Yes,Medium,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",AuditLog,Medium
inventory,inventory/views.py,backup_dashboard,3663,ShipmentApprovalHistory,Create,"shipment.approval_date = timezone.localtime() ||                     shipment.approval_remarks = comments or 'Rejected by backup administrator.' ||                     shipment.last_updated_by = request.user ||                     shipment.save(update_fields=['status', 'approved_by', 'approval_date', 'approval_remarks', 'last_updated_by', 'last_updated_at']) ||                     ShipmentApprovalHistory.objects.create(shipment=shipment, action='Rejected', comments=comments, user=request.user) ||                     operator = shipment.created_by",No,Yes,Critical,"Wrap write in create_pending_approval(...), include request_payload, requested_changes, related_model and related_object_id. Leave UI/forms intact; replace commit path.",-,High
